Date,Open,High,Low,Close,Adj Close,Volume,Daily Rt,volatility 1,momentum 1,volatility 3,momentum 3
2014-01-14,1186,1192.400024,1160,1163.375,997.142395,2974964,-0.1734479963,,,,
2014-01-15,1171.224976,1189.099976,1163.5,1176.800049,1008.649353,3048854,-0.1494380275,,,,
2014-01-16,1190,1190.050049,1162.5,1175.150024,1007.234985,2997962,-0.1667443691,,,,
2014-01-17,1149,1149,1103.025024,1106.525024,948.415527,7564756,-0.191854552,,,,
2014-01-20,1109.474976,1175,1107.75,1169.099976,1002.049316,6010558,-0.1018396898,,,,
2014-01-21,1167,1169.625,1137.550049,1140.150024,977.236084,3132282,-0.1774633677,,,,
2014-01-22,1143.550049,1148.425049,1132.050049,1137.025024,974.557251,2384030,-0.1599095144,,,,
2014-01-23,1134.050049,1138.349976,1118.650024,1126.224976,965.300842,2290762,-0.1611108121,,,,
2014-01-24,1122,1141.625,1117.5,1124.349976,963.693909,1850266,-0.1520943637,,,,
2014-01-27,1113,1129.75,1110.050049,1114.800049,957.210693,2532948,-0.1507908242,,,,
2014-01-28,1116,1123.925049,1098.050049,1106.175049,949.805054,2852166,-0.1612493857,,,,
2014-01-29,1120,1120,1102.5,1104.900024,948.710388,1698076,-0.1659803882,,,,
2014-01-30,1099.025024,1113.5,1095,1108.800049,952.059143,2225250,-0.1435515661,,,,
2014-01-31,1112.550049,1134.900024,1110.5,1120.525024,962.126648,2174246,-0.1452639082,,,,
2014-02-03,1111,1122.125,1095.400024,1097.224976,942.120483,1362480,-0.164882622,,,,
2014-02-04,1087,1087.5,1056.025024,1075.675049,923.61676,2694166,-0.1628796634,,,,
2014-02-05,1081.900024,1100,1070,1097.199951,942.098816,1853650,-0.1383638866,,,,
2014-02-06,1090,1094.949951,1072.5,1087.625,933.877441,1922652,-0.1545877651,,,,
2014-02-07,1095,1097.5,1065.5,1072.199951,920.632813,1990912,-0.1734483684,,,,
2014-02-10,1072,1072,1042.550049,1046.775024,898.801941,4019270,-0.1762186418,,,,
2014-02-11,1050,1063.25,1048,1050.849976,902.300842,3568786,-0.151597451,,,,
2014-02-12,1059,1061.800049,1047.5,1052.724976,903.91095,3074348,-0.1583494967,,,,
2014-02-13,1053.5,1069.199951,1048.25,1066.875,916.060669,2094350,-0.1397906382,,,,
2014-02-14,1068.949951,1092.375,1064.050049,1083.949951,930.721985,1910062,-0.1384714785,,,,
2014-02-17,1080,1093,1073.599976,1082.699951,929.648315,1670394,-0.1499099614,,,,
2014-02-18,1082.5,1095.5,1077.925049,1083,929.906128,1526916,-0.1519448165,,,,
2014-02-19,1085,1107.5,1081.125,1098.974976,943.622864,1072918,-0.1396086881,,,,
2014-02-20,1103,1111,1091.400024,1094.675049,939.930664,1587924,-0.1599829084,,,,
2014-02-21,1099,1106.5,1095.375,1102.849976,946.950073,1717860,-0.1489095838,,,,
2014-02-24,1102,1102.625,1085.050049,1088.949951,935.015137,2450424,-0.1643192713,0.0899852443,-74.425049,,
2014-02-25,1094.5,1099.75,1090,1094.449951,939.737305,3305374,-0.1524525435,0.0881563954,-82.350098,,
2014-02-26,1097,1097.5,1088.574951,1091.074951,936.839478,3859712,-0.1578225075,0.08799787065,-84.075073,,
2014-02-28,1080.5,1140,1080.074951,1137.875,977.024048,3988192,-0.1006679101,0.1027427369,31.349976,,
2014-03-03,1135.900024,1149.5,1114,1120.025024,961.697205,1606078,-0.166480943,0.09575720005,-49.074952,,
2014-03-04,1116.599976,1127,1112,1120.324951,961.954712,2030332,-0.1490762387,0.08041228141,-19.825073,,
