Date,Open,High,Low,Close,Adj Close,Volume,Daily Rt,volatility 1,momentum 1,volatility 3,momentum 3
2014-01-14,472.212494,476.524994,470,473.3125,411.175842,2811512,-0.138408121,,,,
2014-01-15,475,476.4375,464.362488,471.012512,409.177734,2997644,-0.1491651849,,,,
2014-01-16,471,472.875,462.5,466.5625,405.311951,2719424,-0.150201074,,,,
2014-01-17,466.875,467.399994,442.5,443.8125,385.548584,3568576,-0.1913943423,,,,
2014-01-20,442.325012,458.674988,438.200012,457.174988,397.15683,3220348,-0.1077136927,,,,
2014-01-21,457.662506,463.75,452.75,457.162506,397.146027,2171752,-0.1418279868,,,,
2014-01-22,456.975006,464,456.25,460.537506,400.077911,1580516,-0.1329693923,,,,
2014-01-23,460.5,462.362488,453.887512,457.662506,397.580322,2466672,-0.1469158741,,,,
2014-01-24,455.024994,461.5,446.75,448.387512,389.52298,1847484,-0.155429487,,,,
2014-01-27,447.5,448.25,439.375,440.0625,382.290863,3250360,-0.1574947974,,,,
2014-01-28,440.25,444.737488,430.0625,434.6875,377.62149,1896884,-0.1534504026,,,,
2014-01-29,437.5,442.8125,435.987488,437.387512,379.967072,2850888,-0.1409921095,,,,
2014-01-30,437.0625,437.0625,425.899994,429.575012,373.180176,3146452,-0.1580148569,,,,
2014-01-31,436.25,450,431.037506,446.737488,388.089569,3665588,-0.1169793126,,,,
2014-02-03,449.25,452.75,440.149994,440.774994,382.909851,3975364,-0.1597799402,,,,
2014-02-04,436.987488,446.012512,424.100006,442.712494,384.592957,3782528,-0.1277190427,,,,
2014-02-05,456.450012,462.487488,453.762512,459.962494,399.5784,10358796,-0.1330692,,,,
2014-02-06,459.75,462.850006,455.375,461.375,400.80545,3016132,-0.137206716,,,,
2014-02-07,462.5,467.5,453.774994,455.787506,395.951538,3547404,-0.155354732,,,,
2014-02-10,455.8125,460.1875,450.25,458.037506,397.906097,2472804,-0.1358655005,,,,
2014-02-11,455.875,469.25,455.875,465.424988,404.323822,4193188,-0.1200025526,,,,
2014-02-12,468.5,470.975006,466.3125,468.912506,407.353424,2903348,-0.1398549294,,,,
2014-02-13,467.487488,468.975006,451.5625,453.450012,393.920868,3491476,-0.1712225382,,,,
2014-02-14,457.25,462.774994,454.75,457.962494,397.840973,2972888,-0.1391779272,,,,
2014-02-17,458.75,460.924988,453.212494,455.9375,396.081818,1461116,-0.1468845983,,,,
2014-02-18,457.25,458.524994,453.850006,455.512512,395.712585,1553416,-0.144542135,,,,
2014-02-19,457.5,462.737488,454.799988,460.712494,400.229919,2200696,-0.1337377052,,,,
2014-02-20,458.512512,464.987488,455.037506,458.0625,397.927856,1749768,-0.1417168578,,,,
2014-02-21,457.5,462.5,457.5,462.049988,401.391846,1601648,-0.1308387625,,,,
2014-02-24,461.25,462.024994,456.200012,457.862488,397.754089,2017476,-0.1481062479,0.08905687929,-15.450012,,
2014-02-25,458.8125,461.75,458.75,459.899994,399.524139,1487976,-0.1383674435,0.08905931083,-11.112518,,
2014-02-26,460,461.4375,453.337494,455.237488,395.473663,3393952,-0.1511422961,0.08921047001,-11.325012,,
2014-02-28,460.75,472.737488,459.274994,466.8125,405.529144,17263412,-0.1276628538,0.090325097,23,,
2014-03-03,467.5,480.25,467.5,476.612488,414.042572,4467620,-0.1214305493,0.07762934198,19.4375,,
2014-03-04,475.875,480.200012,470.787506,475,412.641724,2343364,-0.1425754946,0.06982637413,17.837494,,
2014-03-05,476.25,482.5,473.137512,475.962494,413.477875,2369100,-0.1413389201,0.06982699824,15.424988,,
2014-03-06,480.475006,484.225006,475.024994,480.799988,417.680328,3514700,-0.140058836,0.06927175877,23.137482,,
2014-03-07,483.75,483.75,456.3125,459,398.742249,5247672,-0.1932530287,0.08617885767,10.612488,,
2014-03-10,459.612488,461.299988,447.774994,449.899994,390.836914,3840996,-0.1620933438,0.0873869153,9.837494,,
2014-03-11,452.149994,457.1875,440.5625,445.4375,386.960266,3200908,-0.155691954,0.08710990611,10.75,,
2014-03-12,446.5625,452,444,450.6875,391.521027,3084372,-0.1315401453,0.08730325628,13.299988,,
2014-03-13,450,456.25,439.200012,445.137512,386.699615,2931680,-0.1515993798,0.08771016041,15.5625,,
2014-03-14,447.25,452.462494,443.75,446.3125,387.720367,2415784,-0.1428333462,0.08636597844,-0.424988,,
2014-03-18,445.799988,452.049988,441.3125,448.587494,389.696716,2845732,-0.1345016087,0.08266123235,7.8125,,
2014-03-19,448.75,449.712494,432.75,444.375,386.037262,3824476,-0.1505320413,0.08126001583,1.662506,,
2014-03-20,440.174988,457.25,440.174988,455.537506,395.734314,3855660,-0.106429286,0.08791711772,-4.424988,,
2014-03-21,456.75,462.475006,450.375,452.237488,392.867523,4484292,-0.1506637318,0.0877690775,-9.137512,,
2014-03-22,,,,,,,,0.08912312613,-455.787506,,
2014-03-24,455.25,462.25,453.012512,461.075012,400.544861,3069820,-0.1280209459,0.08942181964,3.037506,,
2014-03-25,459.287506,460.450012,452.799988,457.200012,397.178528,1699352,-0.1452905164,0.08922832724,-8.224976,,
2014-03-26,458.5,462.325012,448.8125,453.837494,394.257507,2969424,-0.1509560248,0.0863932832,-15.075012,,
2014-03-27,452.25,468.924988,447.75,458.362488,398.188477,9480328,-0.1273096708,0.08789267064,4.912476,,
2014-03-28,462.200012,462.5,455.5,459.1875,398.905151,4413904,-0.147274052,0.08291293733,1.225006,,
2014-03-31,454.3125,456.899994,446.737488,448.837494,389.913879,3370412,-0.1528593956,0.08353324989,-7.100006,,
2014-04-01,451.5,457.75,449.024994,454.887512,395.169647,5192828,-0.1332602141,0.08395603773,-0.625,,
2014-04-02,457.75,461,454.6875,457.950012,397.830109,2538864,-0.1402981312,0.08394356281,-2.762482,,
2014-04-03,457.5,457.799988,451.25,452.837494,393.388763,1980852,-0.150978543,0.08393128729,-5.225006,,
2014-04-04,453.75,457.25,451.587494,453.274994,393.768799,2009040,-0.1417824531,0.08393048122,-8.774994,,
2014-04-07,451.5,452.737488,446.75,448.25,389.403473,1867688,-0.1479593611,0.08313785187,-9.612488,,
2014-04-09,449,451.75,433.125,434.4375,377.404327,6646300,-0.1737057896,0.08861874149,-25.462494,,
2014-04-10,434.4375,434.5,425,427.049988,370.986664,6020084,-0.157885975,0.08946510868,-28.1875,,
2014-04-11,425,437.475006,419.087494,434.887512,377.795258,9009652,-0.1177367656,0.09332029904,-31.924988,,
2014-04-15,436.25,442.75,433.299988,441.049988,383.148743,5604608,-0.1297921968,0.09295245095,-35.5625,,
2014-04-16,442.5,444.25,434.762512,437.649994,380.195099,3022520,-0.1517559251,0.09021692551,-37.350006,,
2014-04-17,437.5,445.1875,436.25,442.950012,384.799316,2343092,-0.1283547646,0.09174366525,-33.012482,,
2014-04-21,447.487488,448.325012,441.887512,443.5,385.2771,2115596,-0.1496857619,0.09184420849,-37.299988,,
